oaptlocation,destname,daptlocation,oname,dname,tbl,y,quart,origincty,destcty,originname,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs,x
"Cleveland, OH","Tampa, FL (Metro Area)","Tampa, FL","Cleveland, OH (Metro Area)","Tampa, FL (Metro Area)",Table 1,18,20133,30647,33195,"Cleveland, OH (Metro Area)",927,473.1521739,205.6772915,FL,43.18860556,178.6486596,FL,43.18860556,178.6486596,505,
"Washington, VA","Des Moines, IA","Des Moines, IA","Washington, DC (Metro Area)","Des Moines, IA",Table 1,0,20133,30852,31423,"Washington, DC (Metro Area)",910,297.0652174,203.7688401,US,41.23673619,201.7289796,US,41.23673619,201.7289796,506,23
"Dallas, TX","Tampa, FL (Metro Area)","Tampa, FL","Dallas, TX","Tampa, FL (Metro Area)",Table 1,18,20133,30194,33195,"Dallas/Fort Worth, TX",929,851.9565217,203.5726027,AA,56.74917071,228.7163242,NK,14.8890023,103.9125964,507,0
"St. Louis, MO","New York City, NY (Metro Area)","New York, NY","St. Louis, MO","New York City, NY (Metro Area)",Table 1,26,20133,31123,31703,"St. Louis, MO",929,1717.934783,202.6236647,AA,28.76304967,173.9833436,AA,28.76304967,173.9833436,508,0
"Detroit, MI","New Orleans, LA","New Orleans, LA","Detroit, MI","New Orleans, LA",Table 1,0,20133,31295,33495,"Detroit, MI",926,275.5434783,199.390856,DL,51.5581854,225.0756083,FL,14.24063116,152.5445983,509,0
"Santa Ana, CA","Missoula, MT","Missoula, MT","Los Angeles, CA (Metro Area)","Missoula, MT",Table 1,0,20133,32575,33486,"Los Angeles, CA (Metro Area)",935,177.0652174,194.5103376,AS,37.69183548,185.967101,G4,23.08164518,147.3191489,510,24
"Washington, VA","Little Rock, AR","Little Rock, AR","Washington, DC (Metro Area)","Little Rock, AR",Table 1,0,20133,30852,32600,"Washington, DC (Metro Area)",912,366.5217391,193.4640392,DL,26.69039146,169.4585,AA,15.56939502,157.0818857,511,23
"Fort Myers, FL","Indianapolis, IN","Indianapolis, IN","Fort Myers, FL","Indianapolis, IN",Table 1,0,20133,31714,32337,"Fort Myers, FL",945,362.5,190.1067047,FL,77.42128936,189.4208753,DL,15.56221889,172.8955106,512,0
"Denver, CO","Santa Barbara, CA","Santa Barbara, CA","Denver, CO","Santa Barbara, CA",Table 1,0,20133,30325,34689,"Denver, CO",916,218.8043478,186.014774,F9,65.97118728,156.0167997,F9,65.97118728,156.0167997,513,0
"Washington, VA","Fort Myers, FL","Fort Myers, FL","Washington, DC (Metro Area)","Fort Myers, FL",Table 1,0,20133,30852,31714,"Washington, DC (Metro Area)",919,558.0434783,181.2273705,FL,36.28749513,185.7693344,US,25.16556291,170.1932276,514,23
"Tampa, FL","Philadelphia, PA","Philadelphia, PA","Tampa, FL (Metro Area)","Philadelphia, PA",Table 1,0,20133,33195,34100,"Tampa, FL (Metro Area)",920,1005,180.2212405,US,59.13908717,189.5638972,WN,22.72333982,151.5688244,515,18
"Columbus, OH","Fort Myers, FL","Fort Myers, FL","Columbus, OH","Fort Myers, FL",Table 1,0,20133,31066,31714,"Columbus, OH",930,242.9347826,179.9858524,FL,57.58389262,180.4906216,US,15.25727069,175.318827,516,0
"San Diego, CA","Portland, OR","Portland, OR","San Diego, CA","Portland, OR",Table 1,0,20133,33570,34057,"San Diego, CA",933,1082.173913,156.457723,AS,53.75652873,169.8652111,NK,13.26838088,85.67221802,517,0
"Washington, VA","Miami, FL (Metro Area)","Fort Lauderdale, FL","Washington, DC (Metro Area)","Miami, FL (Metro Area)",Table 1,18,20133,30852,32467,"Washington, DC (Metro Area)",946,4475.652174,142.827133,AA,28.99504566,168.6835464,FL,20.72080824,109,,
"Atlantic City, NJ","Tampa, FL (Metro Area)","Tampa, FL","Atlantic City, NJ","Tampa, FL (Metro Area)",Table 1,18,20133,30158,33195,"Atlantic City, NJ",913,185.2173913,103.4292019,NK,100,103.4292019,NK,100,103.4292019,519,0
"Minneapolis, MN","Philadelphia, PA","Philadelphia, PA","Minneapolis, MN","Philadelphia, PA",Table 1,0,20133,31650,34100,"Minneapolis/St. Paul, MN",980,637.173913,351.1843125,DL,47.49232344,363.4874066,US,33.98157625,354.6925653,520,0
"Minneapolis, MN","Salt Lake City, UT","Salt Lake City, UT","Minneapolis, MN","Salt Lake City, UT",Table 1,0,20133,31650,34614,"Minneapolis/St. Paul, MN",991,397.2826087,289.3069439,DL,73.81668947,309.8537769,F9,12.14774282,180.6939189,521,0
"Houston, TX","Miami, FL (Metro Area)","Fort Lauderdale, FL","Houston, TX","Miami, FL (Metro Area)",Table 1,18,20133,31453,32467,"Houston, TX",965,960.326087,266.0557612,UA,46.22524052,278.9561778,WN,18.07583475,238.7954352,522,0
"Austin, TX","Chicago, IL","Chicago, IL","Austin, TX","Chicago, IL",Table 1,0,20133,30423,30977,"Austin, TX",978,964.7826087,255.2245065,AA,39.65750338,250.6709943,WN,35.6466877,233.2695923,523,0
"Dallas, TX","Salt Lake City, UT","Salt Lake City, UT","Dallas, TX","Salt Lake City, UT",Table 1,0,20133,30194,34614,"Dallas/Fort Worth, TX",999,655.8695652,248.9251873,AA,39.41000994,256.0953659,US,10.02651641,213.5469091,524,0
"Minneapolis, MN","Raleigh/Durham, NC","Raleigh/Durham, NC","Minneapolis, MN","Raleigh/Durham, NC",Table 1,0,20133,31650,34492,"Minneapolis/St. Paul, MN",980,418.3695652,240.0193375,DL,50.11691348,301.595267,FL,12.6006755,152.2414433,525,0
"Dallas, TX","Charleston, SC","Charleston, SC","Dallas, TX","Charleston, SC",Table 1,0,20133,30194,30994,"Dallas/Fort Worth, TX",987,197.0652174,236.7397077,AA,47.71097628,256.4250983,WN,13.51351351,207.2264898,526,0
"Dallas, TX","Detroit, MI","Detroit, MI","Dallas, TX","Detroit, MI",Table 1,0,20133,30194,31295,"Dallas/Fort Worth, TX",986,1143.478261,234.9568698,AA,35.19961977,264.8353902,NK,23.26996198,130.1086356,527,0
"Albuquerque, NM","Minneapolis/St. Paul, MN","Minneapolis, MN","Albuquerque, NM","Minneapolis, MN",Table 1,0,20133,30140,31650,"Albuquerque, NM",981,175.9782609,234.2372514,DL,60.09882644,244.4369579,F9,12.29153799,163.5218593,528,0
"Atlanta, GA","Boston, MA (Metro Area)","Providence, RI","Atlanta, GA (Metro Area)","Boston, MA (Metro Area)",Table 1,19,20133,30397,30721,"Atlanta, GA (Metro Area)",952,2289.347826,231.8051837,DL,68.31260089,244.8989839,FL,15.85794322,180.8543743,52,
"Washington, VA","New Orleans, LA","New Orleans, LA","Washington, DC (Metro Area)","New Orleans, LA",Table 1,0,20133,30852,33495,"Washington, DC (Metro Area)",998,1034.23913,227.6709154,US,42.15449291,240.9859486,WN,33.66263794,199.7458976,530,23
"Las Vegas, NV","Oklahoma City, OK","Oklahoma City, OK","Las Vegas, NV","Oklahoma City, OK",Table 1,0,20133,32211,33851,"Las Vegas, NV",986,343.1521739,219.8784764,WN,70.06651885,226.4010398,F9,11.71998733,168.3658378,531,0
"Washington, VA","Kansas City, MO","Kansas City, MO","Washington, DC (Metro Area)","Kansas City, MO",Table 1,0,20133,30852,33198,"Washington, DC (Metro Area)",967,1125.217391,208.5182999,WN,32.74729521,220.0695811,F9,12.54829985,145.3880216,532,23
"Tampa, FL","San Antonio, TX","San Antonio, TX","Tampa, FL (Metro Area)","San Antonio, TX",Table 1,0,20133,33195,33214,"Tampa, FL (Metro Area)",972,219.8913044,208.3258972,WN,44.73554128,233.4979337,AA,28.76915472,177.7347938,533,18
"Denver, CO","San Francisco, CA (Metro Area)","San Jose, CA","Denver, CO","San Francisco, CA (Metro Area)",Table 1,26,20133,30325,32457,"Denver, CO",967,3652.934783,204.1674133,WN,41.16701878,194.6002335,F9,14.44937067,169.9158937,534,0
"Spokane, WA","Los Angeles, CA (Metro Area)","Santa Ana, CA","Spokane, WA","Los Angeles, CA (Metro Area)",Table 1,24,20133,31884,32575,"Spokane, WA",962,638.5869565,202.5697038,WN,36.42553192,201.2751308,DL,25.75319149,184.6535294,535,0
"St. Louis, MO","Fort Myers, FL","Fort Myers, FL","St. Louis, MO","Fort Myers, FL",Table 1,0,20133,31123,31714,"St. Louis, MO",979,248.1521739,193.9681165,WN,55.40954884,203.5489881,DL,22.99605782,177.1669905,536,0
"Fort Myers, FL","Philadelphia, PA","Philadelphia, PA","Fort Myers, FL","Philadelphia, PA",Table 1,0,20133,31714,34100,"Fort Myers, FL",993,354.673913,189.7545296,US,55.53171928,209.520447,DL,15.07814894,152.653252,537,0
"Dallas, TX","Orlando, FL","Orlando, FL","Dallas, TX","Orlando, FL",Table 1,0,20133,30194,31454,"Dallas/Fort Worth, TX",985,1607.391304,186.8505505,AA,55.97781985,213.9339792,NK,17.86583717,107.7074943,538,0
"West Palm Beach/Palm Beach, FL","Philadelphia, PA","Philadelphia, PA","West Palm Beach/Palm Beach, FL","Philadelphia, PA",Table 1,0,20133,34027,34100,"West Palm Beach/Palm Beach, FL",951,475.5434783,181.9998011,US,71.49714286,189.7578421,FL,10.1714285,,,
"Denver, CO","Indianapolis, IN","Indianapolis, IN","Denver, CO","Indianapolis, IN",Table 1,0,20133,30325,32337,"Denver, CO",977,764.7826087,179.2626279,F9,43.20636725,162.9996086,F9,43.20636725,162.9996086,540,0
"Pittsburgh, PA","Fort Myers, FL","Fort Myers, FL","Pittsburgh, PA","Fort Myers, FL",Table 1,0,20133,30198,31714,"Pittsburgh, PA",966,308.5869565,177.7460268,FL,73.15956323,172.3102504,FL,73.15956323,172.3102504,541,0
"Orlando, FL","New York City, NY (Metro Area)","New York, NY","Orlando, FL","New York City, NY (Metro Area)",Table 1,26,20133,31454,31703,"Orlando, FL",989,9669.347826,174.5970913,B6,48.08336518,176.7317144,DL,20.23089548,167.116016,542,0
"Detroit, MI","Tampa, FL (Metro Area)","Tampa, FL","Detroit, MI","Tampa, FL (Metro Area)",Table 1,18,20133,31295,33195,"Detroit, MI",983,788.4782609,173.9922884,DL,68.69313482,182.927947,NK,7.94044665,95.29166667,543,0
"Denver, CO","Portland, OR","Portland, OR","Denver, CO","Portland, OR",Table 1,0,20133,30325,34057,"Denver, CO",991,1422.282609,173.9836637,F9,43.09514712,160.7293616,F9,43.09514712,160.7293616,544,0
"Columbus, OH","Miami, FL (Metro Area)","Fort Lauderdale, FL","Columbus, OH","Miami, FL (Metro Area)",Table 1,18,20133,31066,32467,"Columbus, OH",990,473.1521739,171.8153159,DL,30.20905123,157.7215818,DL,30.20905123,157.7215818,545,0
"Seattle, WA","Los Angeles, CA (Metro Area)","Santa Ana, CA","Seattle, WA","Los Angeles, CA (Metro Area)",Table 1,24,20133,30559,32575,"Seattle, WA",978,7099.347826,166.633961,AS,55.32198304,174.7297695,B6,12.18268671,142.8567978,546,0
"Austin, TX","Orlando, FL","Orlando, FL","Austin, TX","Orlando, FL",Table 1,0,20133,30423,31454,"Austin, TX",994,540.1086957,162.899185,WN,47.61521433,162.4908664,B6,27.85268666,154.12125,547,0
"Detroit, MI","Orlando, FL","Orlando, FL","Detroit, MI","Orlando, FL",Table 1,0,20133,31295,31454,"Detroit, MI",957,1430.434783,159.9666261,DL,58.97416413,182.2480054,NK,30.02279635,105.0491977,548,0
"Wichita, KS","Las Vegas, NV","Las Vegas, NV","Wichita, KS","Las Vegas, NV",Table 1,0,20133,30928,32211,"Wichita, KS",986,263.2608696,138.5027663,G4,54.29397192,102.9186312,G4,54.29397192,102.9186312,549,0
"Phoenix, AZ","Eugene, OR","Eugene, OR","Phoenix, AZ","Eugene, OR",Table 1,0,20133,30466,31603,"Phoenix, AZ",971,167.6086957,137.7858301,G4,62.45136187,106.5129803,G4,62.45136187,106.5129803,550,0
"Atlantic City, NJ","Fort Myers, FL","Fort Myers, FL","Atlantic City, NJ","Fort Myers, FL",Table 1,0,20133,30158,31714,"Atlantic City, NJ",982,208.4782609,107.4432795,NK,100,107.4432795,NK,100,107.4432795,551,0
"Bellingham, WA","Las Vegas, NV","Las Vegas, NV","Bellingham, WA","Las Vegas, NV",Table 1,0,20133,30666,32211,"Bellingham, WA",954,1050.543478,103.8051785,G4,73.98861873,93.009649,G4,73.98861873,93.009649,552,0
"Atlantic City, NJ","Miami, FL (Metro Area)","Fort Lauderdale, FL","Atlantic City, NJ","Miami, FL (Metro Area)",Table 1,18,20133,30158,32467,"Atlantic City, NJ",977,505.4347826,102.6767204,NK,100,102.6767204,NK,100,102.6767204,553,0
"Columbus, OH","Houston, TX","Houston, TX","Columbus, OH","Houston, TX",Table 1,0,20133,31066,31453,"Columbus, OH",1001,272.6086957,326.7272368,UA,44.57735247,386.5069946,WN,32.73524721,265.4717418,554,0
"Austin, TX","Minneapolis/St. Paul, MN","Minneapolis, MN","Austin, TX","Minneapolis, MN",Table 1,0,20133,30423,31650,"Austin, TX",1042,280.7608696,323.5617499,DL,63.95663957,340.4540981,WN,11.65311653,298.1912292,555,0
"Dallas, TX","Cleveland, OH (Metro Area)","Cleveland, OH","Dallas, TX","Cleveland, OH (Metro Area)",Table 1,22,20133,30194,30647,"Dallas/Fort Worth, TX",1023,429.3478261,309.794757,AA,45.0886076,315.8549747,US,16.05063291,279.7152208,556,0
"Hartford, CT","Minneapolis/St. Paul, MN","Minneapolis, MN","Hartford, CT","Minneapolis, MN",Table 1,0,20133,30529,31650,"Hartford, CT",1050,339.5652174,307.6946191,DL,75.03201024,322.7744539,US,13.0921895,259.6298533,557,0
"Phoenix, AZ","Houston, TX","Houston, TX","Phoenix, AZ","Houston, TX",Table 1,0,20133,30466,31453,"Phoenix, AZ",1020,673.5869565,289.7405067,WN,41.2941746,286.769875,WN,41.2941746,286.769875,558,0
"Houston, TX","Raleigh/Durham, NC","Raleigh/Durham, NC","Houston, TX","Raleigh/Durham, NC",Table 1,0,20133,31453,34492,"Houston, TX",1050,362.5,276.403967,WN,38.3808096,248.7792266,WN,38.3808096,248.7792266,559,0
"Newburgh/Poughkeepsie, NY","Memphis, TN","Memphis, TN","New York City, NY (Metro Area)","Memphis, TN",Table 1,0,20133,31703,33244,"New York City, NY (Metro Area)",1002,534.3478261,275.8390317,DL,45.85028478,280.1785803,US,27.13588283,233.2148726,560,
"Atlanta, GA","Portland, ME","Portland, ME","Atlanta, GA (Metro Area)","Portland, ME",Table 1,0,20133,30397,34321,"Atlanta, GA (Metro Area)",1027,217.0652174,259.9847121,DL,81.47220831,261.7777689,US,12.41862794,243.5437097,561,20
"Providence, RI","St. Louis, MO","St. Louis, MO","Boston, MA (Metro Area)","St. Louis, MO",Table 1,0,20133,30721,31123,"Boston, MA (Metro Area)",1047,694.0217391,254.5944808,WN,62.38057948,259.7385714,DL,11.76194205,234.783036,562,19
"Denver, CO","Louisville, KY","Louisville, KY","Denver, CO","Louisville, KY",Table 1,0,20133,30325,33044,"Denver, CO",1024,193.1521739,250.0681429,WN,48.95891953,241.2662644,WN,48.95891953,241.2662644,563,0
"Chicago, IL","San Antonio, TX","San Antonio, TX","Chicago, IL","San Antonio, TX",Table 1,0,20133,30977,33214,"Chicago, IL",1042,707.0652174,244.9760661,WN,40.70714835,221.4988142,WN,40.70714835,221.4988142,564,0
"Austin, TX","Charlotte, NC","Charlotte, NC","Austin, TX","Charlotte, NC",Table 1,0,20133,30423,31057,"Austin, TX",1032,205.2173913,233.4114089,US,39.24788136,294.5434953,DL,24.52330509,176.4838661,565,0
"Tampa, FL","Kansas City, MO","Kansas City, MO","Tampa, FL (Metro Area)","Kansas City, MO",Table 1,0,20133,33195,33198,"Tampa, FL (Metro Area)",1048,271.9565217,232.0518465,WN,66.90647482,232.2220968,WN,66.90647482,232.2220968,566,18
"Chicago, IL","Tampa, FL (Metro Area)","Tampa, FL","Chicago, IL","Tampa, FL (Metro Area)",Table 1,18,20133,30977,33195,"Chicago, IL",1012,1296.847826,226.0659928,WN,36.9709161,222.1696441,WN,36.9709161,222.1696441,567,0
"Minneapolis, MN","New Orleans, LA","New Orleans, LA","Minneapolis, MN","New Orleans, LA",Table 1,0,20133,31650,33495,"Minneapolis/St. Paul, MN",1039,203.8043478,225.0706933,DL,50.77333333,263.7317332,WN,24.48,165.8099129,568,0
"Phoenix, AZ","Portland, OR","Portland, OR","Phoenix, AZ","Portland, OR",Table 1,0,20133,30466,34057,"Phoenix, AZ",1009,974.5652174,220.7086873,WN,42.29310729,216.75726,AS,14.10885568,209.7216127,569,0
"Dallas, TX","Fort Myers, FL","Fort Myers, FL","Dallas, TX","Fort Myers, FL",Table 1,0,20133,30194,31714,"Dallas/Fort Worth, TX",1017,212.3913044,219.0138178,AA,82.59979529,214.6412454,WN,2.917093142,200.6140351,570,0
"Kansas City, MO","Philadelphia, PA","Philadelphia, PA","Kansas City, MO","Philadelphia, PA",Table 1,0,20133,33198,34100,"Kansas City, MO",1038,463.0434783,214.372392,US,44.92957747,262.6972518,DL,24.31924883,161.462249,571,0
"Spokane, WA","San Diego, CA","San Diego, CA","Spokane, WA","San Diego, CA",Table 1,0,20133,31884,33570,"Spokane, WA",1027,209.1304348,214.0845738,WN,48.28482329,203.7212379,WN,48.28482329,203.7212379,572,0
"Phoenix, AZ","Kansas City, MO","Kansas City, MO","Phoenix, AZ","Kansas City, MO",Table 1,0,20133,30466,33198,"Phoenix, AZ",1044,540.8695652,210.1531371,WN,44.87540193,234.9439633,US,37.6607717,185.3366169,573,0
"Denver, CO","Nashville, TN","Nashville, TN","Denver, CO","Nashville, TN",Table 1,0,20133,30325,30693,"Denver, CO",1014,655.6521739,208.7941993,WN,57.74204244,209.6535688,F9,28.05039788,181.7128605,574,0
"Denver, CO","Grand Rapids, MI","Grand Rapids, MI","Denver, CO","Grand Rapids, MI",Table 1,0,20133,30325,31986,"Denver, CO",1015,334.0217391,208.5336479,UA,39.9934917,239.3205126,WN,19.52489424,160.0187833,575,0
"Indianapolis, IN","Miami, FL (Metro Area)","Fort Lauderdale, FL","Indianapolis, IN","Miami, FL (Metro Area)",Table 1,18,20133,32337,32467,"Indianapolis, IN",1020,359.0217391,206.3296095,DL,28.79200727,192.691388,DL,28.79200727,192.691388,576,0
"Orlando, FL","San Antonio, TX","San Antonio, TX","Orlando, FL","San Antonio, TX",Table 1,0,20133,31454,33214,"Orlando, FL",1041,392.826087,206.0595379,WN,47.70337576,220.6482831,DL,20.97399004,182.0384829,577,0
"Phoenix, AZ","Omaha, NE","Omaha, NE","Phoenix, AZ","Omaha, NE",Table 1,0,20133,30466,33316,"Phoenix, AZ",1037,387.3913044,197.2763664,US,47.44668911,178.7383087,US,47.44668911,178.7383087,578,0
"Phoenix, AZ","Spokane, WA","Spokane, WA","Phoenix, AZ","Spokane, WA",Table 1,0,20133,30466,31884,"Phoenix, AZ",1020,307.3913044,196.2104031,US,54.91513437,182.3855119,US,54.91513437,182.3855119,579,0
"Cleveland, OH","Fort Myers, FL","Fort Myers, FL","Cleveland, OH (Metro Area)","Fort Myers, FL",Table 1,0,20133,30647,31714,"Cleveland, OH (Metro Area)",1025,340.5434783,192.9072518,UA,35.78040217,234.1989831,FL,34.66326205,150.1229282,580,22
"Chicago, IL","Orlando, FL","Orlando, FL","Chicago, IL","Orlando, FL",Table 1,0,20133,30977,31454,"Chicago, IL",1005,2531.73913,187.6901936,WN,30.37952945,181.8470082,NK,10.80628542,127.1785499,581,0
"Denver, CO","Seattle, WA","Seattle, WA","Denver, CO","Seattle, WA",Table 1,0,20133,30325,30559,"Denver, CO",1024,2134.23913,186.007205,AS,29.92105933,183.6332357,F9,27.60886173,171.3809205,582,0
"Seattle, WA","San Diego, CA","San Diego, CA","Seattle, WA","San Diego, CA",Table 1,0,20133,30559,33570,"Seattle, WA",1050,1858.586957,184.3727271,AS,75.50149132,187.713189,WN,14.5622551,172.9874096,583,0
"Washington, VA","Omaha, NE","Omaha, NE","Washington, DC (Metro Area)","Omaha, NE",Table 1,0,20133,30852,33316,"Washington, DC (Metro Area)",1025,527.2826087,183.185972,DL,26.94289837,172.0285692,F9,25.54112554,150.2462712,584,23
"Pittsburgh, PA","Miami, FL (Metro Area)","Fort Lauderdale, FL","Pittsburgh, PA","Miami, FL (Metro Area)",Table 1,18,20133,30198,32467,"Pittsburgh, PA",1013,582.9347826,176.6609827,FL,39.45552862,176.4225,DL,18.21741563,160.3204708,585,0
"Fort Lauderdale, FL","Philadelphia, PA","Philadelphia, PA","Miami, FL (Metro Area)","Philadelphia, PA",Table 1,0,20133,32467,34100,"Miami, FL (Metro Area)",1013,1738.586957,172.505733,US,61.46295717,176.0473512,US,61.46295717,176.0473512,586,18
"Orlando, FL","Grand Rapids, MI","Grand Rapids, MI","Orlando, FL","Grand Rapids, MI",Table 1,0,20133,31454,31986,"Orlando, FL",1024,259.8913044,167.249197,FL,31.15851108,178.0707785,WN,30.82392305,139.6933243,587,0
"New York, NY","Tampa, FL (Metro Area)","Tampa, FL","New York City, NY (Metro Area)","Tampa, FL (Metro Area)",Table 1,18,20133,31703,33195,"New York City, NY (Metro Area)",1047,4177.826087,166.0089715,B6,39.1768134,156.8348393,DL,21.75044229,156.61516,,
"Providence, RI","Jacksonville, FL","Jacksonville, FL","Boston, MA (Metro Area)","Jacksonville, FL",Table 1,0,20133,30721,31136,"Boston, MA (Metro Area)",1028,687.5,164.5662625,B6,46.07114625,159.8328929,WN,21.24901186,149.4894345,589,19
"Orlando, FL","Rochester, NY","Rochester, NY","Orlando, FL","Rochester, NY",Table 1,0,20133,31454,34576,"Orlando, FL",1033,350.326087,159.6205585,WN,69.77970835,151.0047132,WN,69.77970835,151.0047132,590,0
"Grand Rapids, MI","Tampa, FL (Metro Area)","Tampa, FL","Grand Rapids, MI","Tampa, FL (Metro Area)",Table 1,18,20133,31986,33195,"Grand Rapids, MI",1044,175.4347826,158.5556877,G4,49.75216853,110.5442092,G4,49.75216853,110.5442092,591,0
"Buffalo, NY","Orlando, FL","Orlando, FL","Buffalo, NY","Orlando, FL",Table 1,0,20133,30792,31454,"Buffalo, NY",1011,1083.804348,153.4230789,WN,33.46705446,150.867309,FL,25.98535754,141.3311965,592,0
"Hartford, CT","Orlando, FL","Orlando, FL","Hartford, CT","Orlando, FL",Table 1,0,20133,30529,31454,"Hartford, CT",1050,1245.869565,150.6721785,WN,49.92147967,141.9049598,WN,49.92147967,141.9049598,593,0
"Orlando, FL","Flint, MI","Flint, MI","Orlando, FL","Flint, MI",Table 1,0,20133,31454,31721,"Orlando, FL",1011,209.2391304,136.1330182,WN,78.49350649,128.6984447,WN,78.49350649,128.6984447,594,0
"Flint, MI","Tampa, FL (Metro Area)","Tampa, FL","Flint, MI","Tampa, FL (Metro Area)",Table 1,18,20133,31721,33195,"Flint, MI",1036,231.8478261,125.395729,WN,75.33989686,117.7069011,WN,75.33989686,117.7069011,595,0
"Houston, TX","Minneapolis/St. Paul, MN","Minneapolis, MN","Houston, TX","Minneapolis, MN",Table 1,0,20133,31453,31650,"Houston, TX",1057,495.5434783,370.7657622,DL,35.44636982,425.5933106,WN,13.90655846,300.9537224,596,0
"Minneapolis, MN","New York City, NY (Metro Area)","New York, NY","Minneapolis, MN","New York City, NY (Metro Area)",Table 1,26,20133,31650,31703,"Minneapolis/St. Paul, MN",1057,2212.065217,328.3846627,DL,47.61436784,374.2159845,SY,15.07542627,233.202,,
"Minneapolis, MN","San Antonio, TX","San Antonio, TX","Minneapolis, MN","San Antonio, TX",Table 1,0,20133,31650,33214,"Minneapolis/St. Paul, MN",1097,217.5,296.2962519,DL,62.96851574,306.8922778,WN,16.7916042,257.4416964,598,0
"Des Moines, IA","New York City, NY (Metro Area)","New York, NY","Des Moines, IA","New York City, NY (Metro Area)",Table 1,26,20133,31423,31703,"Des Moines, IA",1071,254.2391304,288.916366,UA,33.90337751,301.1023203,US,20.09405729,254.7385532,599,0
"Detroit, MI","Houston, TX","Houston, TX","Detroit, MI","Houston, TX",Table 1,0,20133,31295,31453,"Detroit, MI",1092,667.3913044,278.8852932,NK,34.62540717,139.7753575,NK,34.62540717,139.7753575,600,0
"Dallas, TX","Pittsburgh, PA","Pittsburgh, PA","Dallas, TX","Pittsburgh, PA",Table 1,0,20133,30194,30198,"Dallas/Fort Worth, TX",1067,530.4347826,271.7292459,AA,74.13934426,273.0747568,AA,74.13934426,273.0747568,601,0
"Dallas, TX","Raleigh/Durham, NC","Raleigh/Durham, NC","Dallas, TX","Raleigh/Durham, NC",Table 1,0,20133,30194,34492,"Dallas/Fort Worth, TX",1061,528.4782609,263.1594796,AA,56.80789798,292.9239392,DL,11.55902921,189.501637,602,0
"Newburgh/Poughkeepsie, NY","Pensacola, FL","Pensacola, FL","New York City, NY (Metro Area)","Pensacola, FL",Table 1,0,20133,31703,33728,"New York City, NY (Metro Area)",1063,165,256.6443149,DL,47.82608696,268.5290358,FL,16.27140975,204.8181781,603,26
"Austin, TX","Salt Lake City, UT","Salt Lake City, UT","Austin, TX","Salt Lake City, UT",Table 1,0,20133,30423,34614,"Austin, TX",1086,215.1086957,249.0028904,DL,43.35522991,276.5332634,WN,25.21475493,221.7639279,604,0
"San Antonio, TX","Salt Lake City, UT","Salt Lake City, UT","San Antonio, TX","Salt Lake City, UT",Table 1,0,20133,33214,34614,"San Antonio, TX",1087,196.0869565,243.5050832,DL,51.77383592,234.2053426,DL,51.77383592,234.2053426,605,0
"Las Vegas, NV","Tulsa, OK","Tulsa, OK","Las Vegas, NV","Tulsa, OK",Table 1,0,20133,32211,34653,"Las Vegas, NV",1076,185.6521739,240.2336066,WN,65.92505855,244.605302,WN,65.92505855,244.605302,606,0
"Cleveland, OH","Miami, FL (Metro Area)","Fort Lauderdale, FL","Cleveland, OH (Metro Area)","Miami, FL (Metro Area)",Table 1,18,20133,30647,32467,"Cleveland, OH (Metro Area)",1080,422.3913044,234.200893,UA,28.30674215,277.2648636,WN,12.42923315,164.5,,
"Las Vegas, NV","San Antonio, TX","San Antonio, TX","Las Vegas, NV","San Antonio, TX",Table 1,0,20133,32211,33214,"Las Vegas, NV",1069,728.5869565,216.1521393,WN,68.07399672,224.1634254,AA,10.17454871,200.2059384,608,0
"Denver, CO","Dayton, OH","Dayton, OH","Denver, CO","Dayton, OH",Table 1,0,20133,30325,31267,"Denver, CO",1085,205.2173913,215.9932839,WN,50.74152542,184.2451253,WN,50.74152542,184.2451253,609,0
"New Orleans, LA","Philadelphia, PA","Philadelphia, PA","New Orleans, LA","Philadelphia, PA",Table 1,0,20133,33495,34100,"New Orleans, LA",1089,426.4130435,209.3368621,US,46.39306653,247.1506978,WN,11.52179455,166.5262389,610,0
"Austin, TX","Las Vegas, NV","Las Vegas, NV","Austin, TX","Las Vegas, NV",Table 1,0,20133,30423,32211,"Austin, TX",1090,661.8478261,208.6949154,WN,66.7433076,216.2341314,AA,11.38117918,200.399697,611,0
"Denver, CO","Cincinnati, OH","Cincinnati, KY","Denver, CO","Cincinnati, KY",Table 1,0,20133,30325,33105,"Denver, CO",1069,398.9130435,205.188564,DL,43.6239782,207.6969457,F9,34.71389646,169.7429199,612,0
"Albany, NY","Orlando, FL","Orlando, FL","Albany, NY","Orlando, FL",Table 1,0,20133,30257,31454,"Albany, NY",1073,365.5434783,204.4598246,WN,78.67975022,198.4937415,WN,78.67975022,198.4937415,613,0
"Orlando, FL","Kansas City, MO","Kansas City, MO","Orlando, FL","Kansas City, MO",Table 1,0,20133,31454,33198,"Orlando, FL",1072,442.7173913,203.5021729,WN,42.89221704,208.9204293,FL,34.54456175,180.0779033,614,0
"Charlotte, NC","San Antonio, TX","San Antonio, TX","Charlotte, NC","San Antonio, TX",Table 1,0,20133,31057,33214,"Charlotte, NC",1095,238.9130435,198.9740628,US,33.12101911,254.1870467,DL,30.98271156,156.3974303,615,0
