oaptlocation,destname,daptlocation,oname,dname,tbl,y,quart,origincty,destcty,originname,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs,x
"Fort Lauderdale, FL","Salt Lake City, UT","Salt Lake City, UT","Miami, FL (Metro Area)","Salt Lake City, UT",Table 1,0,20133,32467,34614,"Miami, FL (Metro Area)",2088,213.1521739,312.1765579,DL,45.48699643,346.0286883,WN,14.83936767,270.6897251,907,18
"Pittsburgh, PA","Los Angeles, CA (Metro Area)","Santa Ana, CA","Pittsburgh, PA","Los Angeles, CA (Metro Area)",Table 1,24,20133,30198,32575,"Pittsburgh, PA",2136,655.4347826,310.7975406,UA,30.21558872,330.0932163,WN,29.51907131,257.1750562,908,0
"Cleveland, OH","San Diego, CA","San Diego, CA","Cleveland, OH (Metro Area)","San Diego, CA",Table 1,0,20133,30647,33570,"Cleveland, OH (Metro Area)",2045,197.173913,308.83172,WN,35.94266814,257.8008589,WN,35.94266814,257.8008589,909,22
"New York, NY","Salt Lake City, UT","Salt Lake City, UT","New York City, NY (Metro Area)","Salt Lake City, UT",Table 1,0,20133,31703,34614,"New York City, NY (Metro Area)",2022,1167.5,304.9128424,DL,63.35536728,328.2856958,B6,13.19244018,232.8830769,9,
"San Diego, CA","Raleigh/Durham, NC","Raleigh/Durham, NC","San Diego, CA","Raleigh/Durham, NC",Table 1,0,20133,33570,34492,"San Diego, CA",2193,210.5434783,303.7574497,WN,31.38874548,274.7281415,WN,31.38874548,274.7281415,911,0
"Seattle, WA","Columbus, OH","Columbus, OH","Seattle, WA","Columbus, OH",Table 1,0,20133,30559,31066,"Seattle, WA",2016,246.8478261,302.8802466,DL,29.32628798,319.7302703,WN,27.69704976,284.0540541,912,0
"Atlanta, GA","Seattle, WA","Seattle, WA","Atlanta, GA (Metro Area)","Seattle, WA",Table 1,0,20133,30397,30559,"Atlanta, GA (Metro Area)",2182,1111.630435,302.861144,DL,61.38652586,325.9750653,WN,12.22254816,217.346064,913,20
"Santa Ana, CA","Tampa, FL (Metro Area)","Tampa, FL","Los Angeles, CA (Metro Area)","Tampa, FL (Metro Area)",Table 1,18,20133,32575,33195,"Los Angeles, CA (Metro Area)",2158,701.8478261,296.8991018,DL,30.29270559,329.0192229,WN,27.70636519,248.3324204,,
"Jacksonville, FL","Los Angeles, CA (Metro Area)","Santa Ana, CA","Jacksonville, FL","Los Angeles, CA (Metro Area)",Table 1,24,20133,31136,32575,"Jacksonville, FL",2153,309.4565217,295.4768107,DL,29.89111345,338.433114,WN,24.83315771,253.291372,915,
"Columbus, OH","San Francisco, CA (Metro Area)","San Jose, CA","Columbus, OH","San Francisco, CA (Metro Area)",Table 1,26,20133,31066,32457,"Columbus, OH",2120,446.4130435,292.8803238,WN,29.7540784,286.947946,AA,13.58655953,283.3846953,916,0
"Tucson, AZ","New York City, NY (Metro Area)","New York, NY","Tucson, AZ","New York City, NY (Metro Area)",Table 1,26,20133,30436,31703,"Tucson, AZ",2173,216.1956522,288.731091,AA,42.58421317,270.2947344,DL,13.62493715,264.8679336,917,0
"Seattle, WA","New Orleans, LA","New Orleans, LA","Seattle, WA","New Orleans, LA",Table 1,0,20133,30559,33495,"Seattle, WA",2086,241.7391304,287.0757509,UA,31.8794964,292.6463329,AA,17.8057554,269.4784091,918,0
"Tampa, FL","San Diego, CA","San Diego, CA","Tampa, FL (Metro Area)","San Diego, CA",Table 1,0,20133,33195,33570,"Tampa, FL (Metro Area)",2087,214.673913,282.9899241,WN,36.15189873,264.784916,WN,36.15189873,264.784916,919,18
"Pittsburgh, PA","San Diego, CA","San Diego, CA","Pittsburgh, PA","San Diego, CA",Table 1,0,20133,30198,33570,"Pittsburgh, PA",2106,241.1956522,271.9182244,WN,34.15953132,254.5000528,WN,34.15953132,254.5000528,920,0
"Phoenix, AZ","Philadelphia, PA","Philadelphia, PA","Phoenix, AZ","Philadelphia, PA",Table 1,0,20133,30466,34100,"Phoenix, AZ",2075,807.5,271.5914659,US,55.39103513,308.1559101,DL,13.25885045,193.9931574,921,0
"Orlando, FL","Las Vegas, NV","Las Vegas, NV","Orlando, FL","Las Vegas, NV",Table 1,0,20133,31454,32211,"Orlando, FL",2039,677.5,270.8994561,WN,43.25364993,268.470957,WN,43.25364993,268.470957,922,0
"Phoenix, AZ","New York City, NY (Metro Area)","New York, NY","Phoenix, AZ","New York City, NY (Metro Area)",Table 1,26,20133,30466,31703,"Phoenix, AZ",2189,2099.782609,269.1828647,US,42.73216689,278.5665003,WN,11.39869552,237.9826294,923,0
"Las Vegas, NV","Richmond, VA","Richmond, VA","Las Vegas, NV","Richmond, VA",Table 1,0,20133,32211,34524,"Las Vegas, NV",2086,170.1086957,268.8091885,DL,31.11821086,282.3526078,FL,17.82747604,227.8962007,924,0
"Las Vegas, NV","Norfolk, VA (Metro Area)","Norfolk, VA","Las Vegas, NV","Norfolk, VA (Metro Area)",Table 1,20,20133,32211,33667,"Las Vegas, NV",2154,226.7391304,266.754094,WN,31.01629914,254.0949459,UA,16.68264621,233.8098276,925,0
"Las Vegas, NV","Raleigh/Durham, NC","Raleigh/Durham, NC","Las Vegas, NV","Raleigh/Durham, NC",Table 1,0,20133,32211,34492,"Las Vegas, NV",2026,344.3478261,259.1153062,WN,45.70707071,262.3533633,DL,28.94570707,240.2822137,926,0
"Las Vegas, NV","Miami, FL (Metro Area)","Fort Lauderdale, FL","Las Vegas, NV","Miami, FL (Metro Area)",Table 1,18,20133,32211,32467,"Las Vegas, NV",2174,1288.913044,243.6564109,AA,37.35874515,310.6403657,NK,30.48574802,144.9135823,927,0
"Orlando, FL","San Diego, CA","San Diego, CA","Orlando, FL","San Diego, CA",Table 1,0,20133,31454,33570,"Orlando, FL",2149,459.7826087,222.8537943,WN,21.39479905,231.0929282,AS,15.13002364,194.6726406,928,0
"Washington, VA","Las Vegas, NV","Las Vegas, NV","Washington, DC (Metro Area)","Las Vegas, NV",Table 1,0,20133,30852,32211,"Washington, DC (Metro Area)",2106,2389.673913,222.4759058,WN,34.78735502,214.4255086,NK,13.19536047,123.1955912,929,23
"Las Vegas, NV","Philadelphia, PA","Philadelphia, PA","Las Vegas, NV","Philadelphia, PA",Table 1,0,20133,32211,34100,"Las Vegas, NV",2176,1655.543478,203.7491734,US,52.28153109,232.5853008,NK,18.17346202,124.2199567,930,0
"Santa Ana, CA","Syracuse, NY","Syracuse, NY","Los Angeles, CA (Metro Area)","Syracuse, NY",Table 1,0,20133,32575,35096,"Los Angeles, CA (Metro Area)",2351,174.7826087,357.7698445,UA,28.10945274,362.0028319,B6,23.6318408,319.2419211,931,24
"Washington, VA","Sacramento, CA","Sacramento, CA","Washington, DC (Metro Area)","Sacramento, CA",Table 1,0,20133,30852,33192,"Washington, DC (Metro Area)",2395,451.3043478,346.5912885,UA,35.47687861,381.7824779,WN,25.86705202,305.0869553,932,23
"Washington, VA","San Diego, CA","San Diego, CA","Washington, DC (Metro Area)","San Diego, CA",Table 1,0,20133,30852,33570,"Washington, DC (Metro Area)",2295,1465.434783,344.3742427,WN,34.48301439,286.0239041,WN,34.48301439,286.0239041,933,23
"Charlotte, NC","San Francisco, CA (Metro Area)","San Jose, CA","Charlotte, NC","San Francisco, CA (Metro Area)",Table 1,26,20133,31057,32457,"Charlotte, NC",2296,737.7173913,339.1803728,US,51.64284662,388.496234,DL,16.73788124,251.8341637,934,0
"Jacksonville, FL","San Francisco, CA (Metro Area)","San Jose, CA","Jacksonville, FL","San Francisco, CA (Metro Area)",Table 1,26,20133,31136,32457,"Jacksonville, FL",2366,199.673913,338.7749102,DL,29.39575395,377.8941296,WN,18.67174741,302.8423615,,
"San Jose, CA","Rochester, NY","Rochester, NY","San Francisco, CA (Metro Area)","Rochester, NY",Table 1,0,20133,32457,34576,"San Francisco, CA (Metro Area)",2361,167.9347826,331.5389709,UA,43.68932039,329.8244148,WN,14.69255663,269.1012775,936,26
"Washington, VA","Reno, NV","Reno, NV","Washington, DC (Metro Area)","Reno, NV",Table 1,0,20133,30852,34570,"Washington, DC (Metro Area)",2286,208.9130435,331.0369095,WN,35.9521332,313.8784805,AA,18.73048907,308.873,937,23
"Santa Ana, CA","Norfolk, VA (Metro Area)","Norfolk, VA","Los Angeles, CA (Metro Area)","Norfolk, VA (Metro Area)",Table 1,20,20133,32575,33667,"Los Angeles, CA (Metro Area)",2371,313.0434783,330.6902326,WN,24.58333333,282.6712429,WN,24.58333333,282.6,,
"Santa Ana, CA","Rochester, NY","Rochester, NY","Los Angeles, CA (Metro Area)","Rochester, NY",Table 1,0,20133,32575,34576,"Los Angeles, CA (Metro Area)",2272,176.1956522,330.6452499,UA,36.95249846,317.9885476,WN,15.48426897,249.3060558,939,24
"Seattle, WA","Washington, DC (Metro Area)","Washington, VA","Seattle, WA","Washington, DC (Metro Area)",Table 1,23,20133,30559,30852,"Seattle, WA",2335,1869.782609,329.4641321,UA,28.07813045,379.0272298,WN,15.39355889,288.3816314,940,0
"San Jose, CA","Raleigh/Durham, NC","Raleigh/Durham, NC","San Francisco, CA (Metro Area)","Raleigh/Durham, NC",Table 1,0,20133,32457,34492,"San Francisco, CA (Metro Area)",2400,665.1086957,328.6543439,UA,32.17846053,359.6470493,WN,21.24530152,275.68348,,
"Phoenix, AZ","Hartford, CT","Hartford, CT","Phoenix, AZ","Hartford, CT",Table 1,0,20133,30466,30529,"Phoenix, AZ",2213,165.1086957,322.6006847,WN,35.61553654,289.0168577,WN,35.61553654,289.0168577,942,0
"Seattle, WA","Charlotte, NC","Charlotte, NC","Seattle, WA","Charlotte, NC",Table 1,0,20133,30559,31057,"Seattle, WA",2279,384.0217391,318.8787659,US,52.87291254,359.3073608,DL,24.37022361,276.0581998,943,0
"San Jose, CA","Tampa, FL (Metro Area)","Tampa, FL","San Francisco, CA (Metro Area)","Tampa, FL (Metro Area)",Table 1,18,20133,32457,33195,"San Francisco, CA (Metro Area)",2393,434.2391304,318.0867184,UA,26.4330413,312.9110227,AA,16.52065081,298.25168,,
"Pittsburgh, PA","San Francisco, CA (Metro Area)","San Jose, CA","Pittsburgh, PA","San Francisco, CA (Metro Area)",Table 1,26,20133,30198,32457,"Pittsburgh, PA",2254,541.4130435,316.4541699,UA,39.81128288,335.0495613,WN,26.01887171,263.12,945,0
"Seattle, WA","Raleigh/Durham, NC","Raleigh/Durham, NC","Seattle, WA","Raleigh/Durham, NC",Table 1,0,20133,30559,34492,"Seattle, WA",2354,291.1956522,315.2061217,DL,35.2743561,326.2967725,WN,23.74020157,287.1158333,946,0
"San Diego, CA","Norfolk, VA (Metro Area)","Norfolk, VA","San Diego, CA","Norfolk, VA (Metro Area)",Table 1,20,20133,33570,33667,"San Diego, CA",2330,265.5434783,314.4449202,DL,38.9275481,303.0790221,DL,38.9275481,303.0790221,947,0
"Charleston, SC","Los Angeles, CA (Metro Area)","Santa Ana, CA","Charleston, SC","Los Angeles, CA (Metro Area)",Table 1,24,20133,30994,32575,"Charleston, SC",2206,182.826087,313.345541,DL,36.26634958,333.9763279,WN,25.20808561,246.4080189,948,0
"Los Angeles, CA","Richmond, VA","Richmond, VA","Los Angeles, CA (Metro Area)","Richmond, VA",Table 1,0,20133,32575,34524,"Los Angeles, CA (Metro Area)",2305,245.8695652,310.7578382,AA,25.28735632,281.160979,AA,25.28735632,281.160979,949,24
"Washington, VA","Los Angeles, CA (Metro Area)","Santa Ana, CA","Washington, DC (Metro Area)","Los Angeles, CA (Metro Area)",Table 1,24,20133,30852,32575,"Washington, DC (Metro Area)",2329,4638.152174,309.5701458,UA,35.22298517,331.1691224,WN,12.678399,,,
"Washington, VA","Portland, OR","Portland, OR","Washington, DC (Metro Area)","Portland, OR",Table 1,0,20133,30852,34057,"Washington, DC (Metro Area)",2358,937.2826087,301.73374,UA,31.12605822,318.5436699,WN,16.51397426,265.2111728,951,23
"New York, NY","Las Vegas, NV","Las Vegas, NV","New York City, NY (Metro Area)","Las Vegas, NV",Table 1,0,20133,31703,32211,"New York City, NY (Metro Area)",2282,4053.695652,300.8136982,UA,25.12468494,331.5500598,B6,20.17214565,282.1663685,952,26
"San Diego, CA","Philadelphia, PA","Philadelphia, PA","San Diego, CA","Philadelphia, PA",Table 1,0,20133,33570,34100,"San Diego, CA",2370,735.6521739,294.5709781,US,41.01654846,370.5845929,AA,15.58806147,211.9675261,953,0
"Buffalo, NY","San Francisco, CA (Metro Area)","San Jose, CA","Buffalo, NY","San Francisco, CA (Metro Area)",Table 1,26,20133,30792,32457,"Buffalo, NY",2309,364.7826087,292.2287634,WN,40.43504172,262.2755785,WN,40.43504172,262.2755785,954,0
"Charlotte, NC","Portland, OR","Portland, OR","Charlotte, NC","Portland, OR",Table 1,0,20133,31057,34057,"Charlotte, NC",2282,229.4565217,291.9657082,US,42.68119375,328.2533074,UA,14.87446708,248.979586,955,0
"Buffalo, NY","Los Angeles, CA (Metro Area)","Santa Ana, CA","Buffalo, NY","Los Angeles, CA (Metro Area)",Table 1,24,20133,30792,32575,"Buffalo, NY",2218,419.8913044,290.4222754,WN,45.43101217,259.1113732,WN,45.43101217,259.1113732,956,0
"Seattle, WA","Philadelphia, PA","Philadelphia, PA","Seattle, WA","Philadelphia, PA",Table 1,0,20133,30559,34100,"Seattle, WA",2378,775,289.6718541,US,56.40953717,304.3131552,AS,18.75175316,268.8583994,957,0
"Santa Ana, CA","Raleigh/Durham, NC","Raleigh/Durham, NC","Los Angeles, CA (Metro Area)","Raleigh/Durham, NC",Table 1,0,20133,32575,34492,"Los Angeles, CA (Metro Area)",2239,725.7608696,284.215793,DL,30.9869702,278.6339053,WN,19.67949678,239.6083866,,
"Fort Lauderdale, FL","San Diego, CA","San Diego, CA","Miami, FL (Metro Area)","San Diego, CA",Table 1,0,20133,32467,33570,"Miami, FL (Metro Area)",2268,415.326087,277.4665192,AA,42.05705313,284.4919228,WN,15.54566867,237.8619697,959,18
"Fort Lauderdale, FL","Los Angeles, CA (Metro Area)","Santa Ana, CA","Miami, FL (Metro Area)","Los Angeles, CA (Metro Area)",Table 1,24,20133,32467,32575,"Miami, FL (Metro Area)",2342,2677.5,273.7517176,AA,40.4579223,308.1977373,B6,14.69167377,231.299,,
"Orlando, FL","Los Angeles, CA (Metro Area)","Santa Ana, CA","Orlando, FL","Los Angeles, CA (Metro Area)",Table 1,24,20133,31454,32575,"Orlando, FL",2218,1827.5,267.009316,DL,26.46166657,272.4198921,WN,11.2056147,233.238275,961,0
"Albany, NY","Las Vegas, NV","Las Vegas, NV","Albany, NY","Las Vegas, NV",Table 1,0,20133,30257,32211,"Albany, NY",2237,207.5,260.7065322,WN,73.5987428,250.7960783,WN,73.5987428,250.7960783,962,0
"Hartford, CT","Las Vegas, NV","Las Vegas, NV","Hartford, CT","Las Vegas, NV",Table 1,0,20133,30529,32211,"Hartford, CT",2297,299.673913,255.7050345,WN,58.86833515,252.9884042,DL,14.79869423,249.931201,963,0
"Providence, RI","Las Vegas, NV","Las Vegas, NV","Boston, MA (Metro Area)","Las Vegas, NV",Table 1,0,20133,30721,32211,"Boston, MA (Metro Area)",2381,1374.782609,251.1699549,B6,29.83080329,295.3012245,UA,14.45287793,201.3596225,964,19
"Phoenix, AZ","Boston, MA (Metro Area)","Providence, RI","Phoenix, AZ","Boston, MA (Metro Area)",Table 1,19,20133,30466,30721,"Phoenix, AZ",2300,1168.26087,238.7623558,US,37.00223297,271.9127609,UA,11.99292892,205.3798138,965,0
"Albany, NY","San Francisco, CA (Metro Area)","San Jose, CA","Albany, NY","San Francisco, CA (Metro Area)",Table 1,26,20133,30257,32457,"Albany, NY",2559,217.6086957,375.8809391,WN,41.90809191,336.544994,WN,41.90809191,336.544994,966,0
"New York, NY","San Francisco, CA (Metro Area)","San Jose, CA","New York City, NY (Metro Area)","San Francisco, CA (Metro Area)",Table 1,26,20133,31703,32457,"New York City, NY (Metro Area)",2619,9166.847826,367.6889016,UA,39.11661825,404.1163764,B6,11,,,
"New York, NY","Los Angeles, CA (Metro Area)","Santa Ana, CA","New York City, NY (Metro Area)","Los Angeles, CA (Metro Area)",Table 1,24,20133,31703,32575,"New York City, NY (Metro Area)",2510,11765.54348,362.6903906,UA,30.02041703,367.3198126,B6,14.826,,,
"Albany, NY","Los Angeles, CA (Metro Area)","Santa Ana, CA","Albany, NY","Los Angeles, CA (Metro Area)",Table 1,24,20133,30257,32575,"Albany, NY",2468,215.4347826,357.8343693,WN,39.3037336,315.4034917,WN,39.3037336,315.4034917,969,0
"New York, NY","Reno, NV","Reno, NV","New York City, NY (Metro Area)","Reno, NV",Table 1,0,20133,31703,34570,"New York City, NY (Metro Area)",2443,239.2391304,349.9785961,UA,28.98682417,373.0666301,WN,13.35756474,285.56,970,26
"New York, NY","San Diego, CA","San Diego, CA","New York City, NY (Metro Area)","San Diego, CA",Table 1,0,20133,31703,33570,"New York City, NY (Metro Area)",2481,1929.565217,342.6109368,UA,24.80847229,425.3342439,B6,20.48783236,307.8341133,971,26
"Hartford, CT","San Francisco, CA (Metro Area)","San Jose, CA","Hartford, CT","San Francisco, CA (Metro Area)",Table 1,26,20133,30529,32457,"Hartford, CT",2625,333.2608696,339.2458415,UA,25.89693412,331.6375945,AA,11.28506197,311.5293353,972,0
"Seattle, WA","Norfolk, VA (Metro Area)","Norfolk, VA","Seattle, WA","Norfolk, VA (Metro Area)",Table 1,20,20133,30559,33667,"Seattle, WA",2437,183.8043478,339.1969781,DL,38.67534004,332.5312691,WN,16.61738616,315.9117082,973,0
"Providence, RI","San Francisco, CA (Metro Area)","San Jose, CA","Boston, MA (Metro Area)","San Francisco, CA (Metro Area)",Table 1,26,20133,30721,32457,"Boston, MA (Metro Area)",2704,4218.695652,337.1707529,UA,37.45748738,365.1772651,B6,23.87148305,29,,
"San Jose, CA","Richmond, VA","Richmond, VA","San Francisco, CA (Metro Area)","Richmond, VA",Table 1,0,20133,32457,34524,"San Francisco, CA (Metro Area)",2449,174.0217391,330.3502561,DL,25.48407246,337.975,AA,17.23922548,316.1472101,975,26
"Washington, VA","San Francisco, CA (Metro Area)","San Jose, CA","Washington, DC (Metro Area)","San Francisco, CA (Metro Area)",Table 1,26,20133,30852,32457,"Washington, DC (Metro Area)",2457,4213.913044,323.6268105,UA,45.92963269,351.2447512,VX,15.974,,,
"Providence, RI","Sacramento, CA","Sacramento, CA","Boston, MA (Metro Area)","Sacramento, CA",Table 1,0,20133,30721,33192,"Boston, MA (Metro Area)",2636,272.2826087,323.0515689,WN,30.45908184,304.7205111,WN,30.45908184,304.7205111,977,19
"San Jose, CA","Philadelphia, PA","Philadelphia, PA","San Francisco, CA (Metro Area)","Philadelphia, PA",Table 1,0,20133,32457,34100,"San Francisco, CA (Metro Area)",2521,1723.26087,322.1056396,US,42.33631891,345.2592148,VX,13.14494765,310.0507582,97,
"Hartford, CT","San Diego, CA","San Diego, CA","Hartford, CT","San Diego, CA",Table 1,0,20133,30529,33570,"Hartford, CT",2502,172.6086957,322.0505856,WN,34.76070529,286.6169565,WN,34.76070529,286.6169565,979,0
"San Jose, CA","Norfolk, VA (Metro Area)","Norfolk, VA","San Francisco, CA (Metro Area)","Norfolk, VA (Metro Area)",Table 1,20,20133,32457,33667,"San Francisco, CA (Metro Area)",2519,223.2608696,319.1470935,UA,24.87828627,291.5367515,UA,24.87828627,29,,
"Seattle, WA","New York City, NY (Metro Area)","New York, NY","Seattle, WA","New York City, NY (Metro Area)",Table 1,26,20133,30559,31703,"Seattle, WA",2448,2663.152174,317.9901147,DL,30.85180197,320.5685435,B6,14.41573813,281.896611,981,0
"New York, NY","Portland, OR","Portland, OR","New York City, NY (Metro Area)","Portland, OR",Table 1,0,20133,31703,34057,"New York City, NY (Metro Area)",2482,1191.195652,316.8465471,DL,30.98822885,320.7778121,B6,16.82635277,263.6832158,982,26
"Seattle, WA","Jacksonville, FL","Jacksonville, FL","Seattle, WA","Jacksonville, FL",Table 1,0,20133,30559,31136,"Seattle, WA",2443,165.2173913,315.5808092,DL,40.98684211,323.7105297,WN,16.97368421,281.5876357,983,0
"Sacramento, CA","Philadelphia, PA","Philadelphia, PA","Sacramento, CA","Philadelphia, PA",Table 1,0,20133,33192,34100,"Sacramento, CA",2458,207.0652174,312.6041312,US,25.66929134,380.3061145,DL,21.10236221,256.8144527,984,0
"New York, NY","Sacramento, CA","Sacramento, CA","New York City, NY (Metro Area)","Sacramento, CA",Table 1,0,20133,31703,33192,"New York City, NY (Metro Area)",2553,551.1956522,307.3280438,B6,33.22816013,285.3337686,B6,33.22816013,285.3337686,985,26
"Seattle, WA","Miami, FL (Metro Area)","Fort Lauderdale, FL","Seattle, WA","Miami, FL (Metro Area)",Table 1,18,20133,30559,32467,"Seattle, WA",2724,565.326087,304.9435416,AS,29.53278216,278.1843359,UA,10.42107287,262.3280996,986,0
"Providence, RI","Los Angeles, CA (Metro Area)","Santa Ana, CA","Boston, MA (Metro Area)","Los Angeles, CA (Metro Area)",Table 1,24,20133,30721,32575,"Boston, MA (Metro Area)",2611,3837.065217,302.6886105,B6,22.87753888,269.3895765,B6,22.87753888,269.38,,
"Hartford, CT","Los Angeles, CA (Metro Area)","Santa Ana, CA","Hartford, CT","Los Angeles, CA (Metro Area)",Table 1,24,20133,30529,32575,"Hartford, CT",2527,507.3913044,302.0390767,AA,27.03513282,261.9022425,AA,27.03513282,261.9022425,988,0
"Santa Ana, CA","Philadelphia, PA","Philadelphia, PA","Los Angeles, CA (Metro Area)","Philadelphia, PA",Table 1,0,20133,32575,34100,"Los Angeles, CA (Metro Area)",2402,2028.043478,297.4758254,US,49.26037089,318.2536655,VX,16.92035588,289.8837061,989,2
"Seattle, WA","Boston, MA (Metro Area)","Providence, RI","Seattle, WA","Boston, MA (Metro Area)",Table 1,19,20133,30559,30721,"Seattle, WA",2496,1457.5,294.2522052,B6,35.99075248,282.7296001,B6,35.99075248,282.7296001,990,0
"Portland, OR","Philadelphia, PA","Philadelphia, PA","Portland, OR","Philadelphia, PA",Table 1,0,20133,34057,34100,"Portland, OR",2406,368.3695652,291.5095987,US,42.69696076,333.7646648,UA,16.2289761,239.8077818,991,0
"Orlando, FL","Sacramento, CA","Sacramento, CA","Orlando, FL","Sacramento, CA",Table 1,0,20133,31454,33192,"Orlando, FL",2408,190.7608696,291.1839829,WN,36.58119658,276.1476013,WN,36.58119658,276.1476013,992,0
